scenario,wacc_scenario,lcoe_usd_mwh
candu_ec6,government,99.62996187185905
ap1000,government,99.899143317603
candu_ec6,government,96.67019567850798
ap1000,government,106.90157105631371
candu_ec6,government,99.98198306532954
ap1000,government,103.27959330075113
candu_ec6,government,105.37310620918231
ap1000,government,93.99932636082053
candu_ec6,government,95.7343891544649
ap1000,government,90.42869528337465
candu_ec6,government,100.72276447984042
ap1000,government,93.48029794458252
candu_ec6,government,103.30677645003088
ap1000,government,105.5163071320779
candu_ec6,government,102.68573611063897
ap1000,government,100.96729757403126
candu_ec6,government,105.04122071454671
ap1000,government,99.3477138462502
candu_ec6,government,98.79712559412906
ap1000,government,84.9121472088535
candu_ec6,government,97.59551373909746
ap1000,government,102.7879869886261
candu_ec6,government,107.69246729384489
ap1000,government,100.05904631346681
candu_ec6,government,93.82966685895525
ap1000,government,99.38503346881237
candu_ec6,government,110.51574764994831
ap1000,government,98.23173169811722
candu_ec6,government,98.90046753963874
ap1000,government,101.64190839371682
candu_ec6,government,95.54132700686826
ap1000,government,100.53347157244777
candu_ec6,government,106.84376398861606
ap1000,government,99.58927663788948
candu_ec6,government,89.71522933461272
ap1000,government,94.58658983713507
candu_ec6,government,92.64520121567539
ap1000,government,106.89825750962405
candu_ec6,government,105.07301452173382
ap1000,government,95.5627245486679
candu_ec6,government,96.80803187441407
ap1000,government,111.27109126169486
candu_ec6,government,101.09953568768968
ap1000,government,96.25867339152347
candu_ec6,government,95.8151615078716
ap1000,government,111.13341364214641
candu_ec6,government,93.93990750842082
ap1000,government,94.22742824312034
candu_ec6,government,97.43856296737853
ap1000,government,102.10259085799201
candu_ec6,government,93.58670633786924
ap1000,government,91.6307044574759
candu_ec6,government,102.95191156873283
ap1000,government,103.12650799273794
candu_ec6,government,103.54586096294655
ap1000,government,89.49795756070306
candu_ec6,government,95.72985764187572
ap1000,government,98.18552838771764
candu_ec6,government,103.4194185194515
ap1000,government,99.1761101469224
candu_ec6,government,109.32280943709749
ap1000,government,98.35450968160461
candu_ec6,government,98.66740570584807
